company_id,name,reason_bucket,cleanup_action,entity_type,entity_confidence,entity_evidence,head_object,object_kind,object_candidate,verb_anchor,url_lookup_name,resolved_url,reason,priority_tier,priority_score,industry,signal_count,signal_types
4418,Palmer Luckey,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (2 word(s)),Luckey,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,news
4419,Bem Brasil,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (2 word(s)),Brasil,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,2,news
4421,Tata Communications,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (2 word(s)),Communications,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,3,news
4427,Buildroid AI,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (2 word(s)),AI,unknown,,,,,"buyer opportunity gate: seller/vendor or publisher story, not a buyer opportunity",COLD,0.0,Media & Publishing,2,funding_round
4431,Thailand Pharmaceutical Collaborative,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (3 word(s)),Collaborative,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,automation_interest
4433,Restaurant Business Ideas You Can,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.85,title-case proper noun; starts with capital letter; 5-word name (borderline compact),Can,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Food Service,2,news
4434,Wyndham Hotels & Resorts,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (4 word(s)),Resorts,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Hospitality,2,expansion
4436,World Twist Tie Machines,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (4 word(s)),Machines,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,2,news
4438,Mondelez Backs Regenerative Agriculture Compostable,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.85,title-case proper noun; starts with capital letter; 5-word name (borderline compact),Compostable,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Automotive & Manufacturing,1,news
4439,Drayage Transportation Management,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.75,title-case proper noun; starts with capital letter; compact name (3 word(s)),Management,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Airports & Aviation,1,news
4442,RoadOne IntermodaLogistics,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (2 word(s)),IntermodaLogistics,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Logistics,3,ma_activity
4443,Kauvery Hospital,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (2 word(s)),Hospital,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Healthcare,3,automation_interest
4445,IntraLogisteX - logisticsmanager,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.7,starts with capital letter; compact name (3 word(s)); no sentence-punctuation,logisticsmanager,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Logistics,1,automation_interest
4446,New South Indian,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (3 word(s)),Indian,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Food Service,1,news
4449,Security Systems Can Watch Your,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.85,title-case proper noun; starts with capital letter; 5-word name (borderline compact),Your,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Media & Publishing,2,news
4452,World Short Wave Near Infrared,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.85,title-case proper noun; starts with capital letter; 5-word name (borderline compact),Infrared,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,2,news
4454,Northern America High-Throughput Extraction,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (4 word(s)),Extraction,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,news
4455,GeneProof,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (1 word(s)),GeneProof,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Media & Publishing,1,strategic_hire
4456,CMV IVDR,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (2 word(s)),IVDR,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Media & Publishing,1,strategic_hire
4457,Belgium ICP Mass Spectrometry Systems,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.85,title-case proper noun; starts with capital letter; 5-word name (borderline compact),Systems,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,news
4458,Internal Docs,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (2 word(s)),Docs,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,2,automation_interest
4459,NEW Artificial Intelligence Statistics Jan,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.85,title-case proper noun; starts with capital letter; 5-word name (borderline compact),Jan,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,3,news
4460,Tandem Technology,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.75,title-case proper noun; starts with capital letter; compact name (2 word(s)),Technology,unknown,,,,,"buyer opportunity gate: seller/vendor or publisher story, not a buyer opportunity",COLD,0.0,Unknown,2,strategic_hire
4462,Iconic Hotels & Resorts - Hospitality Net,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.82,title-case proper noun; starts with capital letter; no sentence-punctuation,Net,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Hospitality,1,expansion
4463,Block Shares Jump After AI-Driven,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.85,title-case proper noun; starts with capital letter; 5-word name (borderline compact),AI-Driven,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,news
4464,Crucial Tasks Universal,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (3 word(s)),Universal,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,automation_interest
4468,Chinese Top,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (2 word(s)),Top,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,3,automation_interest
4469,Green Clean Commercial,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (3 word(s)),Commercial,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Real Estate & Facilities,2,strategic_hire
4472,I prefer - Mint,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.7,starts with capital letter; compact name (4 word(s)); no sentence-punctuation,Mint,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,automation_interest
4475,TAP Real Estate Technologies RWAX,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.85,title-case proper noun; starts with capital letter; 5-word name (borderline compact),RWAX,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Hospitality,2,strategic_hire
4476,Travel Crete Hospitality Enters Digital,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.85,title-case proper noun; starts with capital letter; 5-word name (borderline compact),Digital,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Hospitality,2,automation_interest
4484,Schiphol,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (1 word(s)),Schiphol,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Airports & Aviation,1,news
4485,Egis and,malformed_entity,repair_or_merge_candidate,malformed_entity_string,0.84,candidate object embedded in malformed sentence tail; candidate object: 'Egis',truncated connector,malformed_entity_string,Egis,,Egis,,logic engine: inference gate: classified as malformed_entity_string (conf=0.84) — candidate object embedded in malformed sentence tail; candidate object: 'Egis',COLD,0.0,Airports & Aviation,2,automation_interest
4492,Berry Farm Six Flags,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (4 word(s)),Flags,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Theme Parks & Entertainment,2,expansion
4493,Jubail Commercial Port,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (3 word(s)),Port,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,3,automation_interest
4494,Sokhna RSCT,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (2 word(s)),RSCT,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Logistics,4,news
4498,New Survey,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (2 word(s)),Survey,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Medical Technology,2,news
4499,Klarna CEO AI,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (3 word(s)),AI,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Media & Publishing,3,news
4500,Europe Autonomous Mobile,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (3 word(s)),Mobile,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,2,automation_interest
4501,Digit Gets,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (2 word(s)),Gets,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,strategic_hire
4503,Sweetgreen,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (1 word(s)),Sweetgreen,unknown,,,,,"buyer opportunity gate: seller/vendor or publisher story, not a buyer opportunity",COLD,0.0,Food Service,3,"news,strategic_hire"
4504,Restaurant Takeout,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (2 word(s)),Takeout,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Food Service,1,news
4508,Imperial Hotels,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (2 word(s)),Hotels,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Hospitality,1,expansion
4509,Data Center Robotics Industry Business,headline_or_description,review,description,0.78,noun phrase head object extracted; head object: 'Business',Business,abstract_descriptor,,,,,logic engine: inference gate: classified as description (conf=0.78) — noun phrase head object extracted; head object: 'Business',COLD,0.0,Datacenters,2,automation_interest
4510,North San Antonio,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (3 word(s)),Antonio,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Airports & Aviation,1,expansion
4514,Curb Appeal Cost-Saving Electric,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (4 word(s)),Electric,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Healthcare,3,strategic_hire
4515,Drug Channels News Roundup March,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.85,title-case proper noun; starts with capital letter; 5-word name (borderline compact),March,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Healthcare,2,expansion
4516,MedTech Giant,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (2 word(s)),Giant,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Automotive & Manufacturing,1,news
4517,Medication Management,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.75,title-case proper noun; starts with capital letter; compact name (2 word(s)),Management,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,expansion
4519,High-Growth Startup Business Ideas,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (4 word(s)),Ideas,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,3,news
4520,Simtra BioPharma,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (2 word(s)),BioPharma,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Logistics,1,news
4523,INTRA-LOG Expo,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (2 word(s)),Expo,unknown,,,,,"buyer opportunity gate: seller/vendor or publisher story, not a buyer opportunity",COLD,0.0,Unknown,3,expansion
4525,Top Finance Themes,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (3 word(s)),Themes,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,2,news
4526,Sysco-Restaurant Depot,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (2 word(s)),Depot,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Automotive & Manufacturing,1,news
4528,February M&A,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (2 word(s)),A,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,2,ma_activity
4529,Southeastern Grocers,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (2 word(s)),Grocers,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Retail,1,news
4535,Hidden Opportunity,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (2 word(s)),Opportunity,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,2,automation_interest
4536,Rethinking Data Center Energy Management,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.85,title-case proper noun; starts with capital letter; 5-word name (borderline compact),Management,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Datacenters,2,news
4540,QIAGEN Marks,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (2 word(s)),Marks,unknown,,,,,"buyer opportunity gate: seller/vendor or publisher story, not a buyer opportunity",COLD,0.0,Media & Publishing,2,strategic_hire
4544,Bentonville Dallas,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (2 word(s)),Bentonville,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Retail,2,expansion
4560,Radar General-purpose Embodied Intelligent,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (4 word(s)),Intelligent,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,automation_interest
4562,DNA Sequencing Electrophoresis Systems,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (4 word(s)),Systems,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Healthcare,2,news
4563,Clinical Diagnostics,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (2 word(s)),Diagnostics,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Healthcare,5,news
4564,Navi Mumbai airport -,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (4 word(s)),airport,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Airports & Aviation,1,news
4568,Demo Flight,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (2 word(s)),Flight,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,news
4574,Kuala Lumpur,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (2 word(s)),Lumpur,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Airports & Aviation,1,news
4575,Hong Kong Baptist Hospital,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (4 word(s)),Hospital,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Healthcare,2,news
4576,New Croatian Restaurant Uses Five,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.85,title-case proper noun; starts with capital letter; 5-word name (borderline compact),Five,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Food Service,1,automation_interest
4578,Chipotle restaurants - AI Business,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.85,title-case proper noun; starts with capital letter; 5-word name (borderline compact),Business,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Food Service,1,expansion
4580,Japan Labor Crunch April,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (4 word(s)),April,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,2,news
4581,Secretly Pay Way,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (3 word(s)),Way,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,news
4588,Intuitive Surgical NASDAQ,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (3 word(s)),NASDAQ,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Medical Technology,1,strategic_hire
4589,Erlanger,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (1 word(s)),Erlanger,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Healthcare,1,news
4596,Intuitive Surgical ISRG,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (3 word(s)),ISRG,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Medical Technology,1,news
4603,Vegetable Dicing Machines,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (3 word(s)),Machines,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,3,news
4604,Flow Pack Machine,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (3 word(s)),Machine,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Retail,1,news
4605,Corner Brook,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (2 word(s)),Brook,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,2,news
4609,Top Secondary Packaging,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (3 word(s)),Packaging,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Retail,4,automation_interest
4613,Mobile Industrial,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (2 word(s)),Industrial,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,expansion
4614,Productivity Solution Alliance Entertainment,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (4 word(s)),Entertainment,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Logistics,1,automation_interest
4617,Manufacturers Leaning,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (2 word(s)),Leaning,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,2,news
4621,Hotels Resorts,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (2 word(s)),Resorts,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Hospitality,2,expansion
4624,Switzerland Atomic Absorption Spectroscopy Instruments,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.85,title-case proper noun; starts with capital letter; 5-word name (borderline compact),Instruments,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,news
4631,Milan Malpensa,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (2 word(s)),Malpensa,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Airports & Aviation,3,expansion
4634,Winter Park Florida,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (3 word(s)),Park,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Automotive & Manufacturing,3,news
4637,Fueling Up Who,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (3 word(s)),Who,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Media & Publishing,1,news
4646,MHI Annual,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (2 word(s)),Annual,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,expansion
4647,Inside Modex,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (2 word(s)),Modex,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Unknown,1,expansion
4648,Plant Leipzig,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (2 word(s)),Leipzig,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Automotive & Manufacturing,1,automation_interest
4651,Tylent Technologies,buyer_opportunity_gate,keep_not_current_opportunity,company_name,0.95,title-case proper noun; starts with capital letter; compact name (2 word(s)),Technologies,unknown,,,,,"buyer opportunity gate: no buyer-intent signal found (labor, expansion, capex, RFP, deployment, or operations hiring)",COLD,0.0,Medical Technology,2,"news,strategic_hire"
