company_name,website,country,vendor_role,robot_category,primary_robots,work_type,industries,commercial_maturity,us_availability,sales_model,notes,source,verification,vendor_type
Ecorobotix,https://www.ecorobotix.com,Switzerland,robot_oem,agriculture,ARA,precision spray,Agriculture,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
Small Robot Company,https://www.smallrobotcompany.com,UK,robot_oem,agriculture,Tom/Dick/Harry,field robots,Agriculture,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
Saga Robotics,https://sagarobotics.com,Norway,robot_oem,agriculture,Thorvald,UV/berry,Agriculture,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
Muddy Machines,https://www.muddymachines.com,UK,robot_oem,agriculture,sprout harvester,harvesting,Agriculture,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
Agrobot,https://www.agrobot.com,Spain,robot_oem,agriculture,strawberry robot,harvesting,Agriculture,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
Dogtooth Technologies,https://dogtooth.tech,UK,robot_oem,agriculture,soft fruit robots,harvesting,Agriculture,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
Burro,https://www.helloburro.com,USA,robot_oem,agriculture,Burro,farm transport,Agriculture,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
Monarch Tractor,https://www.monarchtractor.com,USA,robot_oem,agriculture,MK-V,electric autonomous tractor,Agriculture,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
GUSS Automation,https://gussag.com,USA,robot_oem,agriculture,GUSS sprayer,orchard spray,Agriculture,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
SwarmFarm Robotics,https://www.swarmfarm.com,Australia,robot_oem,agriculture,SwarmBot,field robots,Agriculture,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
AgXeed,https://www.agxeed.com,Netherlands,robot_oem,agriculture,AgBot,autonomous tractor,Agriculture,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
Yanmar autonomous ag,https://www.yanmar.com,Japan,robot_oem,agriculture,autonomous tractor,ag autonomy,Agriculture,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
Kubota autonomous,https://www.kubota.com,Japan,robot_oem,agriculture,ag robots,ag autonomy,Agriculture,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
Iseki autonomous,https://www.iseki.co.jp,Japan,robot_oem,agriculture,ag robots,ag,Agriculture,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
XAG,https://www.xa.com,China,robot_oem,agriculture,agricultural drones,spray drones,Agriculture,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
DJI Agriculture,https://ag.dji.com,China,robot_oem,agriculture,Agras,spray drones,Agriculture,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
Topcon Agriculture autonomy,https://www.topconpositioning.com,Japan,robot_oem,agriculture,guidance,precision ag,Agriculture,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
Trimble Agriculture,https://agriculture.trimble.com,USA,robot_oem,agriculture,guidance/autonomy,precision ag,Agriculture,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
Built Robotics,https://www.builtrobotics.com,USA,robot_oem,construction,Exosystem,excavator autonomy,Construction,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
SafeAI,https://www.safeai.ai,USA,robot_oem,construction,heavy equipment autonomy,haul trucks,Construction;Mining,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
Caterpillar Command,https://www.cat.com,USA,robot_oem,construction,Command for dozing,autonomous equipment,Construction;Mining,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
Komatsu Autonomous Haulage,https://www.komatsu.com,Japan,robot_oem,construction,AHS,haul trucks,Mining,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
Volvo CE autonomous,https://www.volvoce.com,Sweden,robot_oem,construction,TA15/HX04,construction autonomy,Construction,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
Dusty Robotics,https://www.dustyrobotics.com,USA,robot_oem,construction,FieldPrinter,layout printing,Construction,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
Canvas,https://www.canvas.build,USA,robot_oem,construction,drywall robot,finishing,Construction,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
Okibo,https://www.okibo.com,Israel,robot_oem,construction,plastering robot,finishing,Construction,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
Construction Robotics,https://www.construction-robotics.com,USA,robot_oem,construction,SAM/MULE,bricklaying,Construction,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
Fastbrick Robotics,https://www.fbr.com.au,Australia,robot_oem,construction,Hadrian X,block laying,Construction,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
Scaled Robotics,https://www.scaledrobotics.com,Spain,robot_oem,construction,site scanner,progress monitoring,Construction,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
Doxel,https://www.doxel.ai,USA,robot_oem,construction,site AI robots,progress monitoring,Construction,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
Hilti Jaibot,https://www.hilti.com,Liechtenstein,robot_oem,construction,Jaibot,ceiling drilling,Construction,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
nLink,https://www.nlink.no,Norway,robot_oem,construction,drilling robot,ceiling drilling,Construction,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
Brokk,https://www.brokk.com,Sweden,robot_oem,construction,demolition robots,demolition,Construction,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
TopTec Spezialmaschinen,https://www.toptec.org,Germany,robot_oem,construction,construction robots,specialized,Construction,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
Advanced Construction Robotics,https://www.constructionrobots.com,USA,robot_oem,construction,TyBot/IronBot,rebar tying,Construction,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
Toggle Robotics,https://www.togglerobotics.com,USA,robot_oem,construction,prefab robots,prefab,Construction,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
Branch Technology,https://www.branch.technology,USA,robot_oem,construction,C-FAB,additive construction,Construction,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
ICON,https://www.iconbuild.com,USA,robot_oem,construction,Vulcan,3D print construction,Construction,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
Apis Cor,https://www.apis-cor.com,USA,robot_oem,construction,3D printer,3D print construction,Construction,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
SQ4D,https://www.sq4d.com,USA,robot_oem,construction,ARCS,3D print construction,Construction,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
Mighty Buildings,https://www.mightybuildings.com,USA,robot_oem,construction,3D prefab,prefab,Construction,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
Autodesk Construction partners robotics,https://www.autodesk.com,USA,robot_oem,construction,partner robots,digital construction,Construction,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
Swisslog Healthcare,https://www.swisslog-healthcare.com,Switzerland,robot_oem,healthcare_hospital_service,TransLogic/Relay,hospital transport,Healthcare,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
Omnicell robotics,https://www.omnicell.com,USA,robot_oem,healthcare_hospital_service,pharmacy robots,pharmacy,Healthcare,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
BD Rowa,https://www.bd.com,USA,robot_oem,healthcare_hospital_service,pharmacy automation,pharmacy,Healthcare,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
Xenex,https://xenex.com,USA,robot_oem,healthcare_hospital_service,LightStrike,UV disinfection,Healthcare,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
UVD Robots,https://uvd.blue-ocean-robotics.com,Denmark,robot_oem,healthcare_hospital_service,UVD,UV disinfection,Healthcare,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
Akara Robotics,https://www.akara.ai,Ireland,robot_oem,healthcare_hospital_service,Stevie/UV,eldercare/UV,Healthcare,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
Double Robotics,https://www.doublerobotics.com,USA,robot_oem,healthcare_hospital_service,Double 3,telepresence,Healthcare,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
OhmniLabs,https://ohmnilabs.com,USA,robot_oem,healthcare_hospital_service,Ohmni,telepresence,Healthcare,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
Nuro,https://www.nuro.ai,USA,robot_oem,last_mile_outdoor_delivery,Nuro R3,road delivery,Retail,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
Amazon Scout (legacy),https://www.amazon.com,USA,robot_oem,last_mile_outdoor_delivery,Scout,sidewalk,Retail,discontinued,yes,direct+distributor,,curated_oem_list,curated,oem
Cartken,https://www.cartken.com,USA,robot_oem,last_mile_outdoor_delivery,Cartken,sidewalk,Food Service,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
Robby Technologies,https://www.robby.io,USA,robot_oem,last_mile_outdoor_delivery,Robby,sidewalk,Food Service,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
Neolix,https://www.neolix.ai,China,robot_oem,last_mile_outdoor_delivery,X3,unmanned delivery vehicle,Retail,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
White Rhino Auto,https://www.whiterhino.cc,China,robot_oem,last_mile_outdoor_delivery,delivery UGV,delivery,Retail,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
Meituan delivery robots,https://about.meituan.com,China,robot_oem,last_mile_outdoor_delivery,delivery robots,delivery,Food Service,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
Alibaba Xiaomanlv,https://www.alibabagroup.com,China,robot_oem,last_mile_outdoor_delivery,Xiaomanlv,delivery,Retail,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
JD.com delivery robots,https://www.jd.com,China,robot_oem,last_mile_outdoor_delivery,delivery robots,delivery,Retail,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
SITA / airport baggage robotics partners,https://www.sita.aero,Switzerland,robot_oem,specialty_commercial,baggage robots,airport,Airports,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
Aurrigo,https://www.aurrigo.com,UK,robot_oem,specialty_commercial,Auto-Dolly,airport baggage,Airports,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
Olis Robotics,https://www.olisrobotics.com,USA,robot_oem,specialty_commercial,teleop industrial,remote ops,Industrial,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
Reach Robotics,https://www.reachrobotics.com,Australia,robot_oem,specialty_commercial,Reach Bravo,underwater manip,Maritime,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
Saab Seaeye,https://www.saabseaeye.com,UK,robot_oem,specialty_commercial,ROVs,underwater,Maritime,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
Greensea IQ,https://greensea.com,USA,robot_oem,specialty_commercial,OPENSEA,marine autonomy,Maritime,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
Fellow Robots retail,https://www.fellowrobots.com,USA,robot_oem,specialty_commercial,retail robots,retail inventory,Retail,commercial,yes,direct+distributor,,curated_oem_list,curated,oem
6 River Systems,https://www.shopify.com/fulfillment,USA,robot_oem,amr_agv_material_transport,Chuck,fulfillment AMR,Logistics,commercial,yes,direct+distributor,,extra_unique_vendors,curated,oem
Syrius Robotics,https://www.syriusrobotics.com,China,robot_oem,amr_agv_material_transport,E retriever,fulfillment,Logistics,commercial,yes,direct+distributor,,extra_unique_vendors,curated,oem
InOrbit partner fleets,https://www.inorbit.ai,USA,robot_oem,amr_agv_material_transport,fleet platforms,AMR ops,Logistics,commercial,yes,direct+distributor,,extra_unique_vendors,curated,oem
IGM Robotersysteme,https://www.igm-group.com,Austria,robot_oem,industrial_robot_arms,welding robots,welding,Manufacturing,commercial,yes,direct+distributor,,extra_unique_vendors,curated,oem
Panasonic Connect welding robots,https://connect.panasonic.com,Japan,robot_oem,industrial_robot_arms,TM / TL,welding,Manufacturing,commercial,yes,direct+distributor,,extra_unique_vendors,curated,oem
Elite Robot,https://www.eliterobot.com,China,robot_oem,cobots,EC series,cobot,Manufacturing,commercial,yes,direct+distributor,,extra_unique_vendors,curated,oem
Rainbow Robotics,https://www.rainbow-robotics.com,South Korea,robot_oem,cobots,RB series,cobot,Manufacturing,commercial,yes,direct+distributor,,extra_unique_vendors,curated,oem
Neuromeka,https://www.neuromeka.com,South Korea,robot_oem,cobots,Indy,cobot,Manufacturing,commercial,yes,direct+distributor,,extra_unique_vendors,curated,oem
Grabit Inc,https://www.grabitinc.com,USA,robot_oem,picking_manipulation_palletizing,electroadhesion grippers,pick,Manufacturing,commercial,yes,direct+distributor,,extra_unique_vendors,curated,oem
Shadow Robot Company,https://www.shadowrobot.com,UK,robot_oem,picking_manipulation_palletizing,Dexterous Hand,manipulation,Research,commercial,yes,direct+distributor,,extra_unique_vendors,curated,oem
Pilz service robotics,https://www.pilz.com,Germany,robot_oem,picking_manipulation_palletizing,Service Robotics Module,safe manip,Manufacturing,commercial,yes,direct+distributor,,extra_unique_vendors,curated,oem
Unchained Robotics,https://unchainedrobotics.de,Germany,robot_oem,picking_manipulation_palletizing,modular cells,pick/pack,Manufacturing,commercial,yes,direct+distributor,,extra_unique_vendors,curated,oem
Robomotive,https://www.robomotive.nl,Netherlands,robot_oem,picking_manipulation_palletizing,bin picking,bin pick,Manufacturing,commercial,yes,direct+distributor,,extra_unique_vendors,curated,oem
Solomon 3D vision pick,https://www.solomon-3d.com,Taiwan,robot_oem,picking_manipulation_palletizing,AccuPick,bin pick,Manufacturing,commercial,yes,direct+distributor,,extra_unique_vendors,curated,oem
Photoneo,https://www.photoneo.com,Slovakia,robot_oem,picking_manipulation_palletizing,Locator / MotionCam,bin pick vision,Manufacturing,commercial,yes,direct+distributor,,extra_unique_vendors,curated,oem
Mech-Mind Robotics,https://www.mech-mind.com,China,robot_oem,picking_manipulation_palletizing,Mech-Eye / Mech-Viz,3D pick,Manufacturing,commercial,yes,direct+distributor,,extra_unique_vendors,curated,oem
Sereact,https://sereact.ai,Germany,robot_oem,picking_manipulation_palletizing,PickGPT,AI pick,Logistics,commercial,yes,direct+distributor,,extra_unique_vendors,curated,oem
Kepler Exploration Robot,https://www.kepler-explore.com,China,robot_oem,humanoids_general_purpose,Forerunner,humanoid,Industrial,commercial,yes,direct+distributor,,extra_unique_vendors,curated,oem
Mentee Robotics,https://www.menteebot.com,Israel,robot_oem,humanoids_general_purpose,MenteeBot,humanoid,Industrial,commercial,yes,direct+distributor,,extra_unique_vendors,curated,oem
Wandercraft,https://www.wandercraft.eu,France,robot_oem,humanoids_general_purpose,Atalante,exoskeleton/humanoid gait,Healthcare,commercial,yes,direct+distributor,,extra_unique_vendors,curated,oem
Intelligent Cleaning Equipment ICE,https://www.icecompanies.com,USA,robot_oem,cleaning_robots,robot scrubbers,cleaning,Facilities,commercial,yes,direct+distributor,,extra_unique_vendors,curated,oem
Wave Robotics cleaning,https://www.waverobotics.com,USA,robot_oem,cleaning_robots,commercial clean,scrubber,Facilities,commercial,yes,direct+distributor,,extra_unique_vendors,curated,oem
Adaptalift Cleanbots,https://www.adaptalift.com.au,Australia,robot_oem,cleaning_robots,cleanbots,cleaning,Facilities,commercial,yes,direct+distributor,,extra_unique_vendors,curated,oem
Solowash / robotic wash,https://www.solowash.com,Italy,robot_oem,cleaning_robots,vehicle wash robots,wash,Automotive,commercial,yes,direct+distributor,,extra_unique_vendors,curated,oem
OrionStar Robotics,https://www.orionstar.com,China,robot_oem,hospitality_foodservice_delivery,Lucki / Hello,service,Hospitality,commercial,yes,direct+distributor,,extra_unique_vendors,curated,oem
Hease Robotics,https://www.hease-robotics.com,France,robot_oem,hospitality_foodservice_delivery,Hoomano / Heasy,reception,Hospitality,commercial,yes,direct+distributor,,extra_unique_vendors,curated,oem
Goodtime Robotics,https://www.goodtime.io,USA,robot_oem,hospitality_foodservice_delivery,QSR automation,QSR,Food Service,commercial,yes,direct+distributor,,extra_unique_vendors,curated,oem
Hyphen robotic kitchen,https://www.hypheninnovation.com,USA,robot_oem,hospitality_foodservice_delivery,Maker station,assembly kitchen,Food Service,commercial,yes,direct+distributor,,extra_unique_vendors,curated,oem
Energy Robotics,https://www.energy-robotics.com,Germany,robot_oem,inspection_security_quadrupeds,fleet autonomy,inspection,Energy,commercial,yes,direct+distributor,,extra_unique_vendors,curated,oem
ExRobotics,https://www.exrobotics.global,Netherlands,robot_oem,inspection_security_quadrupeds,ExR-1,ATEX inspection,Energy,commercial,yes,direct+distributor,,extra_unique_vendors,curated,oem
Taurob,https://www.taurob.com,Austria,robot_oem,inspection_security_quadrupeds,Inspector,ATEX,Energy,commercial,yes,direct+distributor,,extra_unique_vendors,curated,oem
Square Robot,https://www.squarerobots.com,USA,robot_oem,inspection_security_quadrupeds,submersible tank,tank inspection,Energy,commercial,yes,direct+distributor,,extra_unique_vendors,curated,oem
Invert Robotics,https://www.invertrobotics.com,Ireland,robot_oem,inspection_security_quadrupeds,crawler inspection,NDT,Industrial,commercial,yes,direct+distributor,,extra_unique_vendors,curated,oem
Agerris,https://agerris.com,Australia,robot_oem,agriculture,Digital Farmhand,field,Agriculture,commercial,yes,direct+distributor,,extra_unique_vendors,curated,oem
Volvo Autonomous Solutions,https://www.volvoautonomoussolutions.com,Sweden,robot_oem,construction,TA15 / HAUL,haulage,Construction,commercial,yes,direct+distributor,,extra_unique_vendors,curated,oem
Toyota HSR hospitals,https://www.toyota-global.com,Japan,robot_oem,healthcare_hospital_service,HSR,care assist,Healthcare,commercial,yes,direct+distributor,,extra_unique_vendors,curated,oem
Meituan autonomous delivery,https://www.meituan.com,China,robot_oem,last_mile_outdoor_delivery,delivery bots,last mile,Delivery,commercial,yes,direct+distributor,,extra_unique_vendors,curated,oem
JD Logistics drones/bots,https://www.jdl.com,China,robot_oem,last_mile_outdoor_delivery,delivery robots,last mile,Delivery,commercial,yes,direct+distributor,,extra_unique_vendors,curated,oem
Uber Elevate / AV delivery partners,https://www.uber.com,USA,robot_oem,last_mile_outdoor_delivery,AV delivery,last mile,Delivery,commercial,yes,direct+distributor,,extra_unique_vendors,curated,oem
FedEx Roxo,https://www.fedex.com,USA,robot_oem,last_mile_outdoor_delivery,Roxo,same-day bot,Delivery,commercial,yes,direct+distributor,,extra_unique_vendors,curated,oem
DHL Parcelcopter / robot pilots,https://www.dhl.com,Germany,robot_oem,last_mile_outdoor_delivery,robot delivery pilots,last mile,Delivery,commercial,yes,direct+distributor,,extra_unique_vendors,curated,oem
Alibaba Cainiao robots,https://www.cainiao.com,China,robot_oem,last_mile_outdoor_delivery,Cainiao bots,last mile,Delivery,commercial,yes,direct+distributor,,extra_unique_vendors,curated,oem
Bossa Nova Robotics,https://www.bossanova.com,USA,robot_oem,specialty_commercial,shelf scanning,retail,Retail,commercial,yes,direct+distributor,,extra_unique_vendors,curated,oem
Simbe Robotics,https://www.simberobotics.com,USA,robot_oem,specialty_commercial,Tally,retail inventory,Retail,commercial,yes,direct+distributor,,extra_unique_vendors,curated,oem
Badger Technologies,https://www.badger-technologies.com,USA,robot_oem,specialty_commercial,retail robot,retail,Retail,commercial,yes,direct+distributor,,extra_unique_vendors,curated,oem
HaiPick Systems,https://www.haipick.com,China,robot_oem,amr_agv_material_transport,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
Vention,https://vention.io/,Unknown,robot_oem,industrial_robot_arms,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
Flexiv,https://www.flexiv.com,China,robot_oem,cobots,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
Zhiyuan Robotics,https://www.zhiyuanrobotics.com,China,robot_oem,humanoids_general_purpose,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
Dji,https://www.dji.com/,Unknown,robot_oem,humanoids_general_purpose,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
Mir,https://mir.com,Unknown,robot_oem,humanoids_general_purpose,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
AI to Wear: German Bionic,https://www.germanbionic.com/,Unknown,robot_oem,humanoids_general_purpose,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
WIRobotics,https://www.wirobotics.com/,Unknown,robot_oem,humanoids_general_purpose,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
IntBot,,Unknown,robot_oem,humanoids_general_purpose,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
Lotte Hotel,https://www.lottehotel.com/,Unknown,robot_oem,humanoids_general_purpose,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
Pudu,https://www.pudutech.com/,Unknown,robot_oem,humanoids_general_purpose,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
Andromeda Robotics,https://andromedarobotics.ai/,Australia,robot_oem,humanoids_general_purpose,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
Chery Robotics,https://www.cheryinternational.com,China,robot_oem,humanoids_general_purpose,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
CloudMinds,https://www.cloudminds.com,China,robot_oem,humanoids_general_purpose,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
Rohde & Schwarz,https://www.rohde-schwarz.com,Unknown,robot_oem,hospitality_foodservice_delivery,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
Baubot,https://www.baubot.com,Austria,robot_oem,autonomous_forklift_pallet,Baubot,on-site mobile,Construction,commercial,yes,direct+distributor,,extra_unique_vendors,curated,oem
Autonomous Solutions Inc ASI,https://www.asirobots.com,USA,robot_oem,autonomous_forklift_pallet,Mobius,vehicle autonomy,Construction,commercial,yes,direct+distributor,,extra_unique_vendors,curated,oem
Unbox Robotics,https://www.unboxrobotics.com/,Unknown,robot_oem,autonomous_forklift_pallet,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
Carbon,https://www.carbon3d.com/,Unknown,robot_oem,autonomous_forklift_pallet,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
Eos,https://eos.io/,Unknown,robot_oem,autonomous_forklift_pallet,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
Robosizeme,https://www.robosizeme.com/,Unknown,robot_oem,autonomous_forklift_pallet,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
Mobile Industrial Robots,https://www.mobileindustrialrobots.com/,Unknown,robot_oem,autonomous_forklift_pallet,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
Yaskawa,https://www.yaskawa.com/,Unknown,robot_oem,autonomous_forklift_pallet,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
Fetch Robotics,https://fetchrobotics.com/,Unknown,robot_oem,autonomous_forklift_pallet,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
Korean All-Solid,,Unknown,robot_oem,autonomous_forklift_pallet,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
Blue Ocean Robotics,https://www.blueoceanrobotics.com/,Unknown,robot_oem,autonomous_forklift_pallet,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
Waymo,https://waymo.com/,Unknown,robot_oem,autonomous_forklift_pallet,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
Cognex,https://www.cognex.com/,Unknown,robot_oem,autonomous_forklift_pallet,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
Moon Surgical,https://moonsurgical.com/,Unknown,robot_oem,cobots,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
Omron,https://www.omron.com/,Unknown,robot_oem,cobots,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
Skild Ai,https://www.skild.ai/,Unknown,robot_oem,cobots,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
Milagrow,https://www.milagrow.in/,Unknown,robot_oem,cobots,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
Autonomous Solutions,https://www.autonomoussolutions.com/,Unknown,robot_oem,cobots,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
Tgw,,Unknown,robot_oem,cobots,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
Richtech,https://www.richtech.com/,Unknown,robot_oem,picking_manipulation_palletizing,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
Intelligrated,https://www.intelligrated.com/,Unknown,robot_oem,picking_manipulation_palletizing,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
Keenon,https://www.keenonrobot.com/,Unknown,robot_oem,picking_manipulation_palletizing,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
Libiao,,Unknown,robot_oem,picking_manipulation_palletizing,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
StudioLab,https://www.studiolab.com/,Unknown,robot_oem,picking_manipulation_palletizing,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
Dexmate,https://www.dexmate.ai/product/vega,USA,robot_oem,picking_manipulation_palletizing,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
DLR,https://www.dlr.de,Germany,robot_oem,cleaning_robots,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
Eden Robotics,https://edenrobotics.ai,USA,robot_oem,cleaning_robots,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
Engineered Arts,,UK,robot_oem,cleaning_robots,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
Estun Codroid,https://www.codroid.ai,China,robot_oem,cleaning_robots,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
Faraday Future,https://www.morningstar.com/news/business-wire/20260616306065/faraday-future-unveils-full-form-eai-robot-world-spanning-six-product-series-launches-worlds-first-three-in-one-eai-robotics-education-ecosystem-strategy-and-debuts-all-new-futurist-humanoid-robot-and-fx-navi-priced-at-1990,USA,robot_oem,cleaning_robots,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
Galaxea Dynamics,https://galaxea.ai,China,robot_oem,hospitality_foodservice_delivery,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
Generalist AI,https://generalistai.com/,USA,robot_oem,hospitality_foodservice_delivery,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
Generative Bionics,https://www.therobotreport.com/generative-bionics-unveils-humanoid-robot-with-full-body-tactile-sensing/,Italy,robot_oem,hospitality_foodservice_delivery,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
Hexagon Robotics,https://robotics.hexagon.com/,Switzerland,robot_oem,hospitality_foodservice_delivery,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
Kawasaki Heavy Industries,https://kawasakirobotics.com,Japan,robot_oem,hospitality_foodservice_delivery,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
Kepler,https://www.gotokepler.com,China,robot_oem,hospitality_foodservice_delivery,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
Matrix Robotics,https://matrixrobotics.ai,China,robot_oem,inspection_security_quadrupeds,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
NASA Johnson,https://www.nasa.gov,USA,robot_oem,inspection_security_quadrupeds,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
Noble Machines,https://www.noblemachines.ai,USA,robot_oem,inspection_security_quadrupeds,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
Pangolin Robot,https://www.pangolin-robot.com,China,robot_oem,inspection_security_quadrupeds,,,,unknown,unknown,unknown,from robot_companies,robot_companies_db,db_import,oem
