vendor_name,family,model_slug,model_name,primary_class,work_to_map,commercial_maturity,calibration_tier,source
Muddy Machines,Muddy Machines family,muddy-machines-sprout-harvester,sprout harvester,agriculture,harvesting,commercial,2,vendor_primary_robots
Agrobot,Agrobot family,agrobot-strawberry-robot,strawberry robot,agriculture,harvesting,commercial,2,vendor_primary_robots
Dogtooth Technologies,Dogtooth Technologies family,dogtooth-technologies-soft-fruit-robots,soft fruit robots,agriculture,harvesting,commercial,2,vendor_primary_robots
Burro,Burro family,burro-burro,Burro,agriculture,farm transport,commercial,2,vendor_primary_robots
Monarch Tractor,Monarch Tractor family,monarch-tractor-mk-v,MK-V,agriculture,electric autonomous tractor,commercial,2,vendor_primary_robots
GUSS Automation,GUSS Automation family,guss-automation-guss-sprayer,GUSS sprayer,agriculture,orchard spray,commercial,2,vendor_primary_robots
SwarmFarm Robotics,SwarmFarm Robotics family,swarmfarm-robotics-swarmbot,SwarmBot,agriculture,field robots,commercial,2,vendor_primary_robots
AgXeed,AgXeed family,agxeed-agbot,AgBot,agriculture,autonomous tractor,commercial,2,vendor_primary_robots
Yanmar autonomous ag,Yanmar autonomous ag family,yanmar-autonomous-ag-autonomous-tractor,autonomous tractor,agriculture,ag autonomy,commercial,2,vendor_primary_robots
Kubota autonomous,Kubota autonomous family,kubota-autonomous-ag-robots,ag robots,agriculture,ag autonomy,commercial,2,vendor_primary_robots
Iseki autonomous,Iseki autonomous family,iseki-autonomous-ag-robots,ag robots,agriculture,ag,commercial,2,vendor_primary_robots
XAG,XAG family,xag-agricultural-drones,agricultural drones,agriculture,spray drones,commercial,2,vendor_primary_robots
DJI Agriculture,DJI Agriculture family,dji-agriculture-agras,Agras,agriculture,spray drones,commercial,2,vendor_primary_robots
Topcon Agriculture autonomy,Topcon Agriculture autonomy family,topcon-agriculture-autonomy-guidance,guidance,agriculture,precision ag,commercial,2,vendor_primary_robots
Trimble Agriculture,Trimble Agriculture family,trimble-agriculture-guidance,guidance,agriculture,precision ag,commercial,2,vendor_primary_robots
Trimble Agriculture,Trimble Agriculture family,trimble-agriculture-autonomy,autonomy,agriculture,precision ag,commercial,2,vendor_primary_robots
Built Robotics,Built Robotics family,built-robotics-exosystem,Exosystem,construction,excavator autonomy,commercial,2,vendor_primary_robots
SafeAI,SafeAI family,safeai-heavy-equipment-autonomy,heavy equipment autonomy,construction,haul trucks,commercial,2,vendor_primary_robots
Caterpillar Command,Caterpillar Command family,caterpillar-command-command-for-dozing,Command for dozing,construction,autonomous equipment,commercial,2,vendor_primary_robots
Komatsu Autonomous Haulage,Komatsu Autonomous Haulage family,komatsu-autonomous-haulage-ahs,AHS,construction,haul trucks,commercial,2,vendor_primary_robots
Volvo CE autonomous,Volvo CE autonomous family,volvo-ce-autonomous-ta15,TA15,construction,construction autonomy,commercial,2,vendor_primary_robots
Volvo CE autonomous,Volvo CE autonomous family,volvo-ce-autonomous-hx04,HX04,construction,construction autonomy,commercial,2,vendor_primary_robots
Dusty Robotics,Dusty Robotics family,dusty-robotics-fieldprinter,FieldPrinter,construction,layout printing,commercial,2,vendor_primary_robots
Canvas,Canvas family,canvas-drywall-robot,drywall robot,construction,finishing,commercial,2,vendor_primary_robots
Okibo,Okibo family,okibo-plastering-robot,plastering robot,construction,finishing,commercial,2,vendor_primary_robots
Construction Robotics,Construction Robotics family,construction-robotics-sam,SAM,construction,bricklaying,commercial,2,vendor_primary_robots
Construction Robotics,Construction Robotics family,construction-robotics-mule,MULE,construction,bricklaying,commercial,2,vendor_primary_robots
Fastbrick Robotics,Fastbrick Robotics family,fastbrick-robotics-hadrian-x,Hadrian X,construction,block laying,commercial,2,vendor_primary_robots
Scaled Robotics,Scaled Robotics family,scaled-robotics-site-scanner,site scanner,construction,progress monitoring,commercial,2,vendor_primary_robots
Doxel,Doxel family,doxel-site-ai-robots,site AI robots,construction,progress monitoring,commercial,2,vendor_primary_robots
Hilti Jaibot,Hilti Jaibot family,hilti-jaibot-jaibot,Jaibot,construction,ceiling drilling,commercial,2,vendor_primary_robots
nLink,nLink family,nlink-drilling-robot,drilling robot,construction,ceiling drilling,commercial,2,vendor_primary_robots
Brokk,Brokk family,brokk-demolition-robots,demolition robots,construction,demolition,commercial,2,vendor_primary_robots
TopTec Spezialmaschinen,TopTec Spezialmaschinen family,toptec-spezialmaschinen-construction-robots,construction robots,construction,specialized,commercial,2,vendor_primary_robots
Advanced Construction Robotics,Advanced Construction Robotics family,advanced-construction-robotics-tybot,TyBot,construction,rebar tying,commercial,2,vendor_primary_robots
Advanced Construction Robotics,Advanced Construction Robotics family,advanced-construction-robotics-ironbot,IronBot,construction,rebar tying,commercial,2,vendor_primary_robots
Toggle Robotics,Toggle Robotics family,toggle-robotics-prefab-robots,prefab robots,construction,prefab,commercial,2,vendor_primary_robots
Branch Technology,Branch Technology family,branch-technology-c-fab,C-FAB,construction,additive construction,commercial,2,vendor_primary_robots
ICON,ICON family,icon-vulcan,Vulcan,construction,3D print construction,commercial,2,vendor_primary_robots
Apis Cor,Apis Cor family,apis-cor-3d-printer,3D printer,construction,3D print construction,commercial,2,vendor_primary_robots
SQ4D,SQ4D family,sq4d-arcs,ARCS,construction,3D print construction,commercial,2,vendor_primary_robots
Mighty Buildings,Mighty Buildings family,mighty-buildings-3d-prefab,3D prefab,construction,prefab,commercial,2,vendor_primary_robots
Autodesk Construction partners robotics,Autodesk Construction partners robotics family,autodesk-construction-partners-robotics-partner-robots,partner robots,construction,digital construction,commercial,2,vendor_primary_robots
Swisslog Healthcare,Swisslog Healthcare family,swisslog-healthcare-translogic,TransLogic,healthcare_hospital_service,hospital transport,commercial,2,vendor_primary_robots
Swisslog Healthcare,Swisslog Healthcare family,swisslog-healthcare-relay,Relay,healthcare_hospital_service,hospital transport,commercial,2,vendor_primary_robots
Omnicell robotics,Omnicell robotics family,omnicell-robotics-pharmacy-robots,pharmacy robots,healthcare_hospital_service,pharmacy,commercial,2,vendor_primary_robots
BD Rowa,BD Rowa family,bd-rowa-pharmacy-automation,pharmacy automation,healthcare_hospital_service,pharmacy,commercial,2,vendor_primary_robots
Xenex,Xenex family,xenex-lightstrike,LightStrike,healthcare_hospital_service,UV disinfection,commercial,2,vendor_primary_robots
UVD Robots,UVD Robots family,uvd-robots-uvd,UVD,healthcare_hospital_service,UV disinfection,commercial,2,vendor_primary_robots
Akara Robotics,Akara Robotics family,akara-robotics-stevie,Stevie,healthcare_hospital_service,eldercare/UV,commercial,2,vendor_primary_robots
Akara Robotics,Akara Robotics family,akara-robotics-uv,UV,healthcare_hospital_service,eldercare/UV,commercial,2,vendor_primary_robots
Double Robotics,Double Robotics family,double-robotics-double-3,Double 3,healthcare_hospital_service,telepresence,commercial,2,vendor_primary_robots
OhmniLabs,OhmniLabs family,ohmnilabs-ohmni,Ohmni,healthcare_hospital_service,telepresence,commercial,2,vendor_primary_robots
Nuro,Nuro family,nuro-nuro-r3,Nuro R3,last_mile_outdoor_delivery,road delivery,commercial,2,vendor_primary_robots
Amazon Scout (legacy),Amazon Scout (legacy) family,amazon-scout-legacy-scout,Scout,last_mile_outdoor_delivery,sidewalk,discontinued,2,vendor_primary_robots
Cartken,Cartken family,cartken-cartken,Cartken,last_mile_outdoor_delivery,sidewalk,commercial,2,vendor_primary_robots
Robby Technologies,Robby Technologies family,robby-technologies-robby,Robby,last_mile_outdoor_delivery,sidewalk,commercial,2,vendor_primary_robots
Neolix,Neolix family,neolix-x3,X3,last_mile_outdoor_delivery,unmanned delivery vehicle,commercial,2,vendor_primary_robots
White Rhino Auto,White Rhino Auto family,white-rhino-auto-delivery-ugv,delivery UGV,last_mile_outdoor_delivery,delivery,commercial,2,vendor_primary_robots
Meituan delivery robots,Meituan delivery robots family,meituan-delivery-robots-delivery-robots,delivery robots,last_mile_outdoor_delivery,delivery,commercial,2,vendor_primary_robots
Alibaba Xiaomanlv,Alibaba Xiaomanlv family,alibaba-xiaomanlv-xiaomanlv,Xiaomanlv,last_mile_outdoor_delivery,delivery,commercial,2,vendor_primary_robots
JD.com delivery robots,JD.com delivery robots family,jd-com-delivery-robots-delivery-robots,delivery robots,last_mile_outdoor_delivery,delivery,commercial,2,vendor_primary_robots
SITA / airport baggage robotics partners,SITA / airport baggage robotics partners family,sita-airport-baggage-robotics-partners-baggage-robots,baggage robots,specialty_commercial,airport,commercial,2,vendor_primary_robots
Aurrigo,Aurrigo family,aurrigo-auto-dolly,Auto-Dolly,specialty_commercial,airport baggage,commercial,2,vendor_primary_robots
Olis Robotics,Olis Robotics family,olis-robotics-teleop-industrial,teleop industrial,specialty_commercial,remote ops,commercial,2,vendor_primary_robots
Reach Robotics,Reach Robotics family,reach-robotics-reach-bravo,Reach Bravo,specialty_commercial,underwater manip,commercial,2,vendor_primary_robots
Saab Seaeye,Saab Seaeye family,saab-seaeye-rovs,ROVs,specialty_commercial,underwater,commercial,2,vendor_primary_robots
Greensea IQ,Greensea IQ family,greensea-iq-opensea,OPENSEA,specialty_commercial,marine autonomy,commercial,2,vendor_primary_robots
Fellow Robots retail,Fellow Robots retail family,fellow-robots-retail-retail-robots,retail robots,specialty_commercial,retail inventory,commercial,2,vendor_primary_robots
6 River Systems,6 River Systems family,6-river-systems-chuck,Chuck,amr_agv_material_transport,fulfillment AMR,commercial,2,vendor_primary_robots
Syrius Robotics,Syrius Robotics family,syrius-robotics-e-retriever,E retriever,amr_agv_material_transport,fulfillment,commercial,2,vendor_primary_robots
InOrbit partner fleets,InOrbit partner fleets family,inorbit-partner-fleets-fleet-platforms,fleet platforms,amr_agv_material_transport,AMR ops,commercial,2,vendor_primary_robots
IGM Robotersysteme,IGM Robotersysteme family,igm-robotersysteme-welding-robots,welding robots,industrial_robot_arms,welding,commercial,2,vendor_primary_robots
Panasonic Connect welding robots,Panasonic Connect welding robots family,panasonic-connect-welding-robots-tm,TM,industrial_robot_arms,welding,commercial,2,vendor_primary_robots
Panasonic Connect welding robots,Panasonic Connect welding robots family,panasonic-connect-welding-robots-tl,TL,industrial_robot_arms,welding,commercial,2,vendor_primary_robots
Elite Robot,Elite Robot family,elite-robot-ec-series,EC series,cobots,cobot,commercial,2,vendor_primary_robots
Rainbow Robotics,Rainbow Robotics family,rainbow-robotics-rb-series,RB series,cobots,cobot,commercial,2,vendor_primary_robots
Neuromeka,Neuromeka family,neuromeka-indy,Indy,cobots,cobot,commercial,2,vendor_primary_robots
Grabit Inc,Grabit Inc family,grabit-inc-electroadhesion-grippers,electroadhesion grippers,picking_manipulation_palletizing,pick,commercial,2,vendor_primary_robots
Shadow Robot Company,Shadow Robot Company family,shadow-robot-company-dexterous-hand,Dexterous Hand,picking_manipulation_palletizing,manipulation,commercial,2,vendor_primary_robots
Pilz service robotics,Pilz service robotics family,pilz-service-robotics-service-robotics-module,Service Robotics Module,picking_manipulation_palletizing,safe manip,commercial,2,vendor_primary_robots
Unchained Robotics,Unchained Robotics family,unchained-robotics-modular-cells,modular cells,picking_manipulation_palletizing,pick/pack,commercial,2,vendor_primary_robots
Robomotive,Robomotive family,robomotive-bin-picking,bin picking,picking_manipulation_palletizing,bin pick,commercial,2,vendor_primary_robots
Solomon 3D vision pick,Solomon 3D vision pick family,solomon-3d-vision-pick-accupick,AccuPick,picking_manipulation_palletizing,bin pick,commercial,2,vendor_primary_robots
Photoneo,Photoneo family,photoneo-locator,Locator,picking_manipulation_palletizing,bin pick vision,commercial,2,vendor_primary_robots
Photoneo,Photoneo family,photoneo-motioncam,MotionCam,picking_manipulation_palletizing,bin pick vision,commercial,2,vendor_primary_robots
Mech-Mind Robotics,Mech-Mind Robotics family,mech-mind-robotics-mech-eye,Mech-Eye,picking_manipulation_palletizing,3D pick,commercial,2,vendor_primary_robots
Mech-Mind Robotics,Mech-Mind Robotics family,mech-mind-robotics-mech-viz,Mech-Viz,picking_manipulation_palletizing,3D pick,commercial,2,vendor_primary_robots
Sereact,Sereact family,sereact-pickgpt,PickGPT,picking_manipulation_palletizing,AI pick,commercial,2,vendor_primary_robots
Kepler Exploration Robot,Kepler Exploration Robot family,kepler-exploration-robot-forerunner,Forerunner,humanoids_general_purpose,humanoid,commercial,2,vendor_primary_robots
Mentee Robotics,Mentee Robotics family,mentee-robotics-menteebot,MenteeBot,humanoids_general_purpose,humanoid,commercial,2,vendor_primary_robots
Wandercraft,Wandercraft family,wandercraft-atalante,Atalante,humanoids_general_purpose,exoskeleton/humanoid gait,commercial,2,vendor_primary_robots
Intelligent Cleaning Equipment ICE,Intelligent Cleaning Equipment ICE family,intelligent-cleaning-equipment-ice-robot-scrubbers,robot scrubbers,cleaning_robots,cleaning,commercial,2,vendor_primary_robots
Wave Robotics cleaning,Wave Robotics cleaning family,wave-robotics-cleaning-commercial-clean,commercial clean,cleaning_robots,scrubber,commercial,2,vendor_primary_robots
Adaptalift Cleanbots,Adaptalift Cleanbots family,adaptalift-cleanbots-cleanbots,cleanbots,cleaning_robots,cleaning,commercial,2,vendor_primary_robots
Solowash / robotic wash,Solowash / robotic wash family,solowash-robotic-wash-vehicle-wash-robots,vehicle wash robots,cleaning_robots,wash,commercial,2,vendor_primary_robots
OrionStar Robotics,OrionStar Robotics family,orionstar-robotics-lucki,Lucki,hospitality_foodservice_delivery,service,commercial,2,vendor_primary_robots
OrionStar Robotics,OrionStar Robotics family,orionstar-robotics-hello,Hello,hospitality_foodservice_delivery,service,commercial,2,vendor_primary_robots
Hease Robotics,Hease Robotics family,hease-robotics-hoomano,Hoomano,hospitality_foodservice_delivery,reception,commercial,2,vendor_primary_robots
Hease Robotics,Hease Robotics family,hease-robotics-heasy,Heasy,hospitality_foodservice_delivery,reception,commercial,2,vendor_primary_robots
Goodtime Robotics,Goodtime Robotics family,goodtime-robotics-qsr-automation,QSR automation,hospitality_foodservice_delivery,QSR,commercial,2,vendor_primary_robots
Hyphen robotic kitchen,Hyphen robotic kitchen family,hyphen-robotic-kitchen-maker-station,Maker station,hospitality_foodservice_delivery,assembly kitchen,commercial,2,vendor_primary_robots
Energy Robotics,Energy Robotics family,energy-robotics-fleet-autonomy,fleet autonomy,inspection_security_quadrupeds,inspection,commercial,2,vendor_primary_robots
ExRobotics,ExRobotics family,exrobotics-exr-1,ExR-1,inspection_security_quadrupeds,ATEX inspection,commercial,2,vendor_primary_robots
Taurob,Taurob family,taurob-inspector,Inspector,inspection_security_quadrupeds,ATEX,commercial,2,vendor_primary_robots
Square Robot,Square Robot family,square-robot-submersible-tank,submersible tank,inspection_security_quadrupeds,tank inspection,commercial,2,vendor_primary_robots
Invert Robotics,Invert Robotics family,invert-robotics-crawler-inspection,crawler inspection,inspection_security_quadrupeds,NDT,commercial,2,vendor_primary_robots
Agerris,Agerris family,agerris-digital-farmhand,Digital Farmhand,agriculture,field,commercial,2,vendor_primary_robots
Volvo Autonomous Solutions,Volvo Autonomous Solutions family,volvo-autonomous-solutions-ta15,TA15,construction,haulage,commercial,2,vendor_primary_robots
Volvo Autonomous Solutions,Volvo Autonomous Solutions family,volvo-autonomous-solutions-haul,HAUL,construction,haulage,commercial,2,vendor_primary_robots
Toyota HSR hospitals,Toyota HSR hospitals family,toyota-hsr-hospitals-hsr,HSR,healthcare_hospital_service,care assist,commercial,2,vendor_primary_robots
Meituan autonomous delivery,Meituan autonomous delivery family,meituan-autonomous-delivery-delivery-bots,delivery bots,last_mile_outdoor_delivery,last mile,commercial,2,vendor_primary_robots
JD Logistics drones/bots,JD Logistics drones/bots family,jd-logistics-drones-bots-delivery-robots,delivery robots,last_mile_outdoor_delivery,last mile,commercial,2,vendor_primary_robots
Uber Elevate / AV delivery partners,Uber Elevate / AV delivery partners family,uber-elevate-av-delivery-partners-av-delivery,AV delivery,last_mile_outdoor_delivery,last mile,commercial,2,vendor_primary_robots
FedEx Roxo,FedEx Roxo family,fedex-roxo-roxo,Roxo,last_mile_outdoor_delivery,same-day bot,commercial,2,vendor_primary_robots
DHL Parcelcopter / robot pilots,DHL Parcelcopter / robot pilots family,dhl-parcelcopter-robot-pilots-robot-delivery-pilots,robot delivery pilots,last_mile_outdoor_delivery,last mile,commercial,2,vendor_primary_robots
Alibaba Cainiao robots,Alibaba Cainiao robots family,alibaba-cainiao-robots-cainiao-bots,Cainiao bots,last_mile_outdoor_delivery,last mile,commercial,2,vendor_primary_robots
Bossa Nova Robotics,Bossa Nova Robotics family,bossa-nova-robotics-shelf-scanning,shelf scanning,specialty_commercial,retail,commercial,2,vendor_primary_robots
Simbe Robotics,Simbe Robotics family,simbe-robotics-tally,Tally,specialty_commercial,retail inventory,commercial,2,vendor_primary_robots
Badger Technologies,Badger Technologies family,badger-technologies-retail-robot,retail robot,specialty_commercial,retail,commercial,2,vendor_primary_robots
HaiPick Systems,HaiPick Systems family,haipick-systems-haipick-systems-platform,HaiPick Systems platform,amr_agv_material_transport,,unknown,2,vendor_primary_robots
Vention,Vention family,vention-vention-platform,Vention platform,industrial_robot_arms,,unknown,2,vendor_primary_robots
Flexiv,Flexiv family,flexiv-flexiv-platform,Flexiv platform,cobots,,unknown,2,vendor_primary_robots
Zhiyuan Robotics,Zhiyuan Robotics family,zhiyuan-robotics-zhiyuan-robotics-platform,Zhiyuan Robotics platform,humanoids_general_purpose,,unknown,2,vendor_primary_robots
Dji,Dji family,dji-dji-platform,Dji platform,humanoids_general_purpose,,unknown,2,vendor_primary_robots
Mir,Mir family,mir-mir-platform,Mir platform,humanoids_general_purpose,,unknown,2,vendor_primary_robots
AI to Wear: German Bionic,AI to Wear: German Bionic family,ai-to-wear-german-bionic-ai-to-wear-german-bionic-platform,AI to Wear: German Bionic platform,humanoids_general_purpose,,unknown,2,vendor_primary_robots
WIRobotics,WIRobotics family,wirobotics-wirobotics-platform,WIRobotics platform,humanoids_general_purpose,,unknown,2,vendor_primary_robots
IntBot,IntBot family,intbot-intbot-platform,IntBot platform,humanoids_general_purpose,,unknown,2,vendor_primary_robots
Lotte Hotel,Lotte Hotel family,lotte-hotel-lotte-hotel-platform,Lotte Hotel platform,humanoids_general_purpose,,unknown,2,vendor_primary_robots
Pudu,Pudu family,pudu-pudu-platform,Pudu platform,humanoids_general_purpose,,unknown,2,vendor_primary_robots
Andromeda Robotics,Andromeda Robotics family,andromeda-robotics-andromeda-robotics-platform,Andromeda Robotics platform,humanoids_general_purpose,,unknown,2,vendor_primary_robots
Chery Robotics,Chery Robotics family,chery-robotics-chery-robotics-platform,Chery Robotics platform,humanoids_general_purpose,,unknown,2,vendor_primary_robots
CloudMinds,CloudMinds family,cloudminds-cloudminds-platform,CloudMinds platform,humanoids_general_purpose,,unknown,2,vendor_primary_robots
Rohde & Schwarz,Rohde & Schwarz family,rohde-schwarz-rohde-schwarz-platform,Rohde & Schwarz platform,hospitality_foodservice_delivery,,unknown,2,vendor_primary_robots
Baubot,Baubot family,baubot-baubot,Baubot,autonomous_forklift_pallet,on-site mobile,commercial,2,vendor_primary_robots
Autonomous Solutions Inc ASI,Autonomous Solutions Inc ASI family,autonomous-solutions-inc-asi-mobius,Mobius,autonomous_forklift_pallet,vehicle autonomy,commercial,2,vendor_primary_robots
Unbox Robotics,Unbox Robotics family,unbox-robotics-unbox-robotics-platform,Unbox Robotics platform,autonomous_forklift_pallet,,unknown,2,vendor_primary_robots
Carbon,Carbon family,carbon-carbon-platform,Carbon platform,autonomous_forklift_pallet,,unknown,2,vendor_primary_robots
Eos,Eos family,eos-eos-platform,Eos platform,autonomous_forklift_pallet,,unknown,2,vendor_primary_robots
Robosizeme,Robosizeme family,robosizeme-robosizeme-platform,Robosizeme platform,autonomous_forklift_pallet,,unknown,2,vendor_primary_robots
Mobile Industrial Robots,Mobile Industrial Robots family,mobile-industrial-robots-mobile-industrial-robots-platform,Mobile Industrial Robots platform,autonomous_forklift_pallet,,unknown,2,vendor_primary_robots
Yaskawa,Yaskawa family,yaskawa-yaskawa-platform,Yaskawa platform,autonomous_forklift_pallet,,unknown,2,vendor_primary_robots
Fetch Robotics,Fetch Robotics family,fetch-robotics-fetch-robotics-platform,Fetch Robotics platform,autonomous_forklift_pallet,,unknown,2,vendor_primary_robots
Korean All-Solid,Korean All-Solid family,korean-all-solid-korean-all-solid-platform,Korean All-Solid platform,autonomous_forklift_pallet,,unknown,2,vendor_primary_robots
Blue Ocean Robotics,Blue Ocean Robotics family,blue-ocean-robotics-blue-ocean-robotics-platform,Blue Ocean Robotics platform,autonomous_forklift_pallet,,unknown,2,vendor_primary_robots
Waymo,Waymo family,waymo-waymo-platform,Waymo platform,autonomous_forklift_pallet,,unknown,2,vendor_primary_robots
Cognex,Cognex family,cognex-cognex-platform,Cognex platform,autonomous_forklift_pallet,,unknown,2,vendor_primary_robots
Moon Surgical,Moon Surgical family,moon-surgical-moon-surgical-platform,Moon Surgical platform,cobots,,unknown,2,vendor_primary_robots
Omron,Omron family,omron-omron-platform,Omron platform,cobots,,unknown,2,vendor_primary_robots
Skild Ai,Skild Ai family,skild-ai-skild-ai-platform,Skild Ai platform,cobots,,unknown,2,vendor_primary_robots
Milagrow,Milagrow family,milagrow-milagrow-platform,Milagrow platform,cobots,,unknown,2,vendor_primary_robots
Autonomous Solutions,Autonomous Solutions family,autonomous-solutions-autonomous-solutions-platform,Autonomous Solutions platform,cobots,,unknown,2,vendor_primary_robots
Tgw,Tgw family,tgw-tgw-platform,Tgw platform,cobots,,unknown,2,vendor_primary_robots
Richtech,Richtech family,richtech-richtech-platform,Richtech platform,picking_manipulation_palletizing,,unknown,2,vendor_primary_robots
Intelligrated,Intelligrated family,intelligrated-intelligrated-platform,Intelligrated platform,picking_manipulation_palletizing,,unknown,2,vendor_primary_robots
Keenon,Keenon family,keenon-keenon-platform,Keenon platform,picking_manipulation_palletizing,,unknown,2,vendor_primary_robots
Libiao,Libiao family,libiao-libiao-platform,Libiao platform,picking_manipulation_palletizing,,unknown,2,vendor_primary_robots
StudioLab,StudioLab family,studiolab-studiolab-platform,StudioLab platform,picking_manipulation_palletizing,,unknown,2,vendor_primary_robots
Dexmate,Dexmate family,dexmate-dexmate-platform,Dexmate platform,picking_manipulation_palletizing,,unknown,2,vendor_primary_robots
DLR,DLR family,dlr-dlr-platform,DLR platform,cleaning_robots,,unknown,2,vendor_primary_robots
Eden Robotics,Eden Robotics family,eden-robotics-eden-robotics-platform,Eden Robotics platform,cleaning_robots,,unknown,2,vendor_primary_robots
Engineered Arts,Engineered Arts family,engineered-arts-engineered-arts-platform,Engineered Arts platform,cleaning_robots,,unknown,2,vendor_primary_robots
Estun Codroid,Estun Codroid family,estun-codroid-estun-codroid-platform,Estun Codroid platform,cleaning_robots,,unknown,2,vendor_primary_robots
Faraday Future,Faraday Future family,faraday-future-faraday-future-platform,Faraday Future platform,cleaning_robots,,unknown,2,vendor_primary_robots
Galaxea Dynamics,Galaxea Dynamics family,galaxea-dynamics-galaxea-dynamics-platform,Galaxea Dynamics platform,hospitality_foodservice_delivery,,unknown,2,vendor_primary_robots
Generalist AI,Generalist AI family,generalist-ai-generalist-ai-platform,Generalist AI platform,hospitality_foodservice_delivery,,unknown,2,vendor_primary_robots
Generative Bionics,Generative Bionics family,generative-bionics-generative-bionics-platform,Generative Bionics platform,hospitality_foodservice_delivery,,unknown,2,vendor_primary_robots
Hexagon Robotics,Hexagon Robotics family,hexagon-robotics-hexagon-robotics-platform,Hexagon Robotics platform,hospitality_foodservice_delivery,,unknown,2,vendor_primary_robots
Kawasaki Heavy Industries,Kawasaki Heavy Industries family,kawasaki-heavy-industries-kawasaki-heavy-industries-platform,Kawasaki Heavy Industries platform,hospitality_foodservice_delivery,,unknown,2,vendor_primary_robots
Kepler,Kepler family,kepler-kepler-platform,Kepler platform,hospitality_foodservice_delivery,,unknown,2,vendor_primary_robots
Matrix Robotics,Matrix Robotics family,matrix-robotics-matrix-robotics-platform,Matrix Robotics platform,inspection_security_quadrupeds,,unknown,2,vendor_primary_robots
NASA Johnson,NASA Johnson family,nasa-johnson-nasa-johnson-platform,NASA Johnson platform,inspection_security_quadrupeds,,unknown,2,vendor_primary_robots
Noble Machines,Noble Machines family,noble-machines-noble-machines-platform,Noble Machines platform,inspection_security_quadrupeds,,unknown,2,vendor_primary_robots
Pangolin Robot,Pangolin Robot family,pangolin-robot-pangolin-robot-platform,Pangolin Robot platform,inspection_security_quadrupeds,,unknown,2,vendor_primary_robots
Paxini Robotics,Paxini Robotics family,paxini-robotics-paxini-robotics-platform,Paxini Robotics platform,inspection_security_quadrupeds,,unknown,2,vendor_primary_robots
Persona AI,Persona AI family,persona-ai-persona-ai-platform,Persona AI platform,inspection_security_quadrupeds,,unknown,2,vendor_primary_robots
PrimeBOT,PrimeBOT family,primebot-primebot-platform,PrimeBOT platform,inspection_security_quadrupeds,,unknown,2,vendor_primary_robots
Qinglong Bot,Qinglong Bot family,qinglong-bot-qinglong-bot-platform,Qinglong Bot platform,agriculture,,unknown,2,vendor_primary_robots
Realbotix,Realbotix family,realbotix-realbotix-platform,Realbotix platform,agriculture,,unknown,2,vendor_primary_robots
RealMan Robotics,RealMan Robotics family,realman-robotics-realman-robotics-platform,RealMan Robotics platform,healthcare_hospital_service,,unknown,2,vendor_primary_robots
Samsung Research,Samsung Research family,samsung-research-samsung-research-platform,Samsung Research platform,healthcare_hospital_service,,unknown,2,vendor_primary_robots
Segway Robotics,Segway Robotics family,segway-robotics-segway-robotics-platform,Segway Robotics platform,healthcare_hospital_service,,unknown,2,vendor_primary_robots
Shanghai Electric,Shanghai Electric family,shanghai-electric-shanghai-electric-platform,Shanghai Electric platform,healthcare_hospital_service,,unknown,2,vendor_primary_robots
Spirit AI,Spirit AI family,spirit-ai-spirit-ai-platform,Spirit AI platform,healthcare_hospital_service,,unknown,2,vendor_primary_robots
STEP Robotics,STEP Robotics family,step-robotics-step-robotics-platform,STEP Robotics platform,healthcare_hospital_service,,unknown,2,vendor_primary_robots
Ti5 Robot,Ti5 Robot family,ti5-robot-ti5-robot-platform,Ti5 Robot platform,healthcare_hospital_service,,unknown,2,vendor_primary_robots
Toyota,Toyota family,toyota-toyota-platform,Toyota platform,healthcare_hospital_service,,unknown,2,vendor_primary_robots
XPeng Robotics,XPeng Robotics family,xpeng-robotics-xpeng-robotics-platform,XPeng Robotics platform,healthcare_hospital_service,,unknown,2,vendor_primary_robots
UMA,UMA family,uma-uma-platform,UMA platform,healthcare_hospital_service,humanoid labor,unknown,2,vendor_primary_robots
